"id","government_id","name","rti_requests_count","created_at","updated_at"
46,1,Medical Council of India,0,"2023-06-24 08:53:06.123045000","2023-06-24 08:53:06.123045000"
47,1,National AIDS Control Organization (NACO),0,"2023-06-24 08:53:06.134429000","2023-06-24 08:53:06.134429000"
48,1,Department of Health Research,0,"2023-06-24 08:53:06.144836000","2023-06-24 08:53:06.144836000"
49,1,Department of Heavy Industries,0,"2023-06-24 08:53:06.154496000","2023-06-24 08:53:06.154496000"
50,1,Department of Higher Education,0,"2023-06-24 08:53:06.170421000","2023-06-24 08:53:06.170421000"
51,1,"Jawaharlal Nehru University, New Delhi",0,"2023-06-24 08:53:06.184164000","2023-06-24 08:53:06.184164000"
52,1,Motilal Nehru National Institute of Technology Allahabad,0,"2023-06-24 08:53:06.196988000","2023-06-24 08:53:06.196988000"
53,1,"Maulana Azad National Institute of Technology, Bhopal",0,"2023-06-24 08:53:06.210371000","2023-06-24 08:53:06.210371000"
54,1,"National Institute of Technology, Calicut",0,"2023-06-24 08:53:06.222283000","2023-06-24 08:53:06.222283000"
55,1,"National Institute of Technology, Durgapur",0,"2023-06-24 08:53:06.235709000","2023-06-24 08:53:06.235709000"
56,1,"National Institute of Technology, Hamirpur",0,"2023-06-24 08:53:06.250563000","2023-06-24 08:53:06.250563000"
57,1,"Malavya National Institute of Technology, Jaipur",0,"2023-06-24 08:53:06.262498000","2023-06-24 08:53:06.262498000"
58,1,"Dr. B.R. Ambedkar National Institute of Technology, Jallandhar",0,"2023-06-24 08:53:06.273805000","2023-06-24 08:53:06.273805000"
59,1,"National Institute of Technology, Jamshedpur",0,"2023-06-24 08:53:06.287119000","2023-06-24 08:53:06.287119000"
60,1,"National Institute of Technology, Kurukshetra",0,"2023-06-24 08:53:06.307652000","2023-06-24 08:53:06.307652000"
61,1,"Visvesvaraya National Institute of Technology, Nagpur",0,"2023-06-24 08:53:06.325176000","2023-06-24 08:53:06.325176000"
62,1,"National Institute of Technology, Patna",0,"2023-06-24 08:53:06.347313000","2023-06-24 08:53:06.347313000"
63,1,"National Institute of Technology, Raipur",0,"2023-06-24 08:53:06.361562000","2023-06-24 08:53:06.361562000"
64,1,"National Institute of Technology, Rourkela",0,"2023-06-24 08:53:06.375667000","2023-06-24 08:53:06.375667000"
65,1,"National Institute of Technology, Silchar",0,"2023-06-24 08:53:06.389628000","2023-06-24 08:53:06.389628000"
66,1,"National Institute of Technology, Srinagar",0,"2023-06-24 08:53:06.405386000","2023-06-24 08:53:06.405386000"
67,1,"S.V. National Institute of Technology, Surat",0,"2023-06-24 08:53:06.420614000","2023-06-24 08:53:06.420614000"
68,1,"National Institute of Technology, Surthkal",0,"2023-06-24 08:53:06.436133000","2023-06-24 08:53:06.436133000"
69,1,All India Council for Technical Education (AICTE),0,"2023-06-24 08:53:06.452613000","2023-06-24 08:53:06.452613000"
70,1,"National Institute of Technology, Agartala",0,"2023-06-24 08:53:06.466482000","2023-06-24 08:53:06.466482000"
71,1,"National Institute of Technology, Warangal",0,"2023-06-24 08:53:06.478842000","2023-06-24 08:53:06.478842000"
72,1,"National Institute of Technology, Tiruchirappalli",0,"2023-06-24 08:53:06.493256000","2023-06-24 08:53:06.493256000"
73,1,University Grants Commission (UGC),0,"2023-06-24 08:53:06.508272000","2023-06-24 08:53:06.508272000"
74,1,"National Institute of Technology, Arunachal Pradesh",0,"2023-06-24 08:53:06.520696000","2023-06-24 08:53:06.520696000"
75,1,"National Institute of Technology, Nagaland",0,"2023-06-24 08:53:06.534605000","2023-06-24 08:53:06.534605000"
76,1,"National Institute of Technology, Manipur",0,"2023-06-24 08:53:06.549624000","2023-06-24 08:53:06.549624000"
77,1,"National Institute of Technology, Mizoram",0,"2023-06-24 08:53:06.563602000","2023-06-24 08:53:06.563602000"
78,1,"National Institute of Technology, Uttarakhand",0,"2023-06-24 08:53:06.578533000","2023-06-24 08:53:06.578533000"
79,1,"National Institute of Technology, Goa",0,"2023-06-24 08:53:06.590813000","2023-06-24 08:53:06.590813000"
80,1,"National Institute of Technology, Delhi",0,"2023-06-24 08:53:06.604486000","2023-06-24 08:53:06.604486000"
81,1,"National Institute of Technology, Puducherry",0,"2023-06-24 08:53:06.619284000","2023-06-24 08:53:06.619284000"
82,1,Department of Industrial Policy & Promotion,0,"2023-06-24 08:53:06.632345000","2023-06-24 08:53:06.632345000"
83,1,Department of Justice,0,"2023-06-24 08:53:06.647748000","2023-06-24 08:53:06.647748000"
84,1,Department of Legal Affairs,0,"2023-06-24 08:53:06.659768000","2023-06-24 08:53:06.659768000"
85,1,The International Centre for Alternative Dispute Resolution,0,"2023-06-24 08:53:06.675971000","2023-06-24 08:53:06.675971000"
86,1,Department of Pensions & Pensioners Welfare,0,"2023-06-24 08:53:06.691811000","2023-06-24 08:53:06.691811000"
87,1,Department of Personnel & Training,0,"2023-06-24 08:53:06.705402000","2023-06-24 08:53:06.705402000"
88,1,Central Information Commission,0,"2023-06-24 08:53:06.721445000","2023-06-24 08:53:06.721445000"
89,1,Union Public Service Commission,0,"2023-06-24 08:53:06.735405000","2023-06-24 08:53:06.735405000"
90,1,Institute of Secretariat Training and Management (ISTM),0,"2023-06-24 08:53:06.749871000","2023-06-24 08:53:06.749871000"
91,1,Staff Selection Commission - HQ,0,"2023-06-24 08:53:06.764612000","2023-06-24 08:53:06.764612000"
92,1,Staff Selection Commission - Northern Region,0,"2023-06-24 08:53:06.780142000","2023-06-24 08:53:06.780142000"
93,1,"Staff Selection Commission, Allahabad",0,"2023-06-24 08:53:06.792469000","2023-06-24 08:53:06.792469000"
94,1,"Staff Selection Commission,Bengaluru",0,"2023-06-24 08:53:06.806672000","2023-06-24 08:53:06.806672000"
95,1,"Staff Selection Commission, Western Region",0,"2023-06-24 08:53:06.820036000","2023-06-24 08:53:06.820036000"
96,1,"Staff Selection Commission, Southern Region",0,"2023-06-24 08:53:06.836058000","2023-06-24 08:53:06.836058000"
97,1,"Staff Selection Commission, North Eastern Region",0,"2023-06-24 08:53:06.850461000","2023-06-24 08:53:06.850461000"
98,1,"Staff Selection Commission, Eastern Region",0,"2023-06-24 08:53:06.861612000","2023-06-24 08:53:06.861612000"
99,1,"Staff Selection Commission,North Western Region",0,"2023-06-24 08:53:06.874709000","2023-06-24 08:53:06.874709000"
100,1,"Staff Selection Commission, Raipur",0,"2023-06-24 08:53:06.888088000","2023-06-24 08:53:06.888088000"
101,1,Department of Pharmaceuticals,0,"2023-06-24 08:53:06.907943000","2023-06-24 08:53:06.907943000"
102,1,Department of Posts,0,"2023-06-24 08:53:06.921719000","2023-06-24 08:53:06.921719000"
103,1,Department of Public Enterprises,0,"2023-06-24 08:53:06.937655000","2023-06-24 08:53:06.937655000"
104,1,Department of Revenue,0,"2023-06-24 08:53:06.952430000","2023-06-24 08:53:06.952430000"
105,1,Central Board of Direct Taxes,0,"2023-06-24 08:53:06.965795000","2023-06-24 08:53:06.965795000"
106,1,Central Board of Excise and Customs - Central Excise,0,"2023-06-24 08:53:06.978848000","2023-06-24 08:53:06.978848000"
107,1,"Chief Commissioner, Central Excise & Service Tax,  Ranchi Zone,Patna",0,"2023-06-24 08:53:06.992123000","2023-06-24 08:53:06.992123000"
108,1,Central Board of Excise and Customs - Customs,0,"2023-06-24 08:53:07.010975000","2023-06-24 08:53:07.010975000"
109,1,Directorate General of Income Tax (Intelligence & Criminal Investigations),0,"2023-06-24 08:53:07.024621000","2023-06-24 08:53:07.024621000"
110,1,Department of School Education and Literacy,0,"2023-06-24 08:53:07.041709000","2023-06-24 08:53:07.041709000"
111,1,Department of Science & Technology,0,"2023-06-24 08:53:07.059518000","2023-06-24 08:53:07.059518000"
112,1,Department of Scientific & Industrial Research,0,"2023-06-24 08:53:07.076419000","2023-06-24 08:53:07.076419000"
113,1,"CSIR-NEERI,Nagpur",0,"2023-06-24 08:53:07.090373000","2023-06-24 08:53:07.090373000"
114,1,"CSIR Hqrs.,New Delhi",0,"2023-06-24 08:53:07.105123000","2023-06-24 08:53:07.105123000"
115,1,Department of Space,0,"2023-06-24 08:53:07.118958000","2023-06-24 08:53:07.118958000"
116,1,Department of Telecommunications,0,"2023-06-24 08:53:07.132814000","2023-06-24 08:53:07.132814000"
117,1,Bharat Sanchar Nigam Limited - HQ,0,"2023-06-24 08:53:07.148959000","2023-06-24 08:53:07.148959000"
118,1,Legislative Department,0,"2023-06-24 08:53:07.166166000","2023-06-24 08:53:07.166166000"
119,1,Lok Sabha Secretariat,0,"2023-06-24 08:53:07.179951000","2023-06-24 08:53:07.179951000"
120,1,Ministry of Civil Aviation,0,"2023-06-24 08:53:07.195024000","2023-06-24 08:53:07.195024000"
121,1,Director General of Civil Aviation,0,"2023-06-24 08:53:07.206946000","2023-06-24 08:53:07.206946000"
122,1,Ministry of Coal,0,"2023-06-24 08:53:07.218505000","2023-06-24 08:53:07.218505000"
123,1,Coal India Limited,0,"2023-06-24 08:53:07.231948000","2023-06-24 08:53:07.231948000"
124,1,Ministry of Corporate Affairs,0,"2023-06-24 08:53:07.247146000","2023-06-24 08:53:07.247146000"
125,1,Ministry of Culture,0,"2023-06-24 08:53:07.259705000","2023-06-24 08:53:07.259705000"
126,1,National Archives of India,0,"2023-06-24 08:53:07.278172000","2023-06-24 08:53:07.278172000"
127,1,National School of Drama,0,"2023-06-24 08:53:07.290610000","2023-06-24 08:53:07.290610000"
128,1,Gandhi Smriti Darshan Samiti,0,"2023-06-24 08:53:07.302997000","2023-06-24 08:53:07.302997000"
129,1,Centre for Cultural Resources and Training.,0,"2023-06-24 08:53:07.317351000","2023-06-24 08:53:07.317351000"
130,1,Indira Gandhi National Centre for the Arts,0,"2023-06-24 08:53:07.332359000","2023-06-24 08:53:07.332359000"
131,1,Ministry of Development of North Eastern Region,0,"2023-06-24 08:53:07.348654000","2023-06-24 08:53:07.348654000"
132,1,Ministry of Drinking Water and Sanitation,0,"2023-06-24 08:53:07.363364000","2023-06-24 08:53:07.363364000"
133,1,Ministry of Earth Sciences,0,"2023-06-24 08:53:07.377392000","2023-06-24 08:53:07.377392000"
134,1,Ministry of Environment & Forests,0,"2023-06-24 08:53:07.390938000","2023-06-24 08:53:07.390938000"
135,1,Ministry of External Affairs,0,"2023-06-24 08:53:07.403386000","2023-06-24 08:53:07.403386000"
136,1,MEA - Indian Council of World Affairs,0,"2023-06-24 08:53:07.418613000","2023-06-24 08:53:07.418613000"
137,1,MEA - Indian Council for Cultural Relations,0,"2023-06-24 08:53:07.436440000","2023-06-24 08:53:07.436440000"
138,1,"MEA - Consular, Passport & Visa Division (CPV)",0,"2023-06-24 08:53:07.450260000","2023-06-24 08:53:07.450260000"
139,1,E/I Mexico,0,"2023-06-24 08:53:07.462583000","2023-06-24 08:53:07.462583000"
140,1,E/I Minsk,0,"2023-06-24 08:53:07.477384000","2023-06-24 08:53:07.477384000"
141,1,E/I Moscow,0,"2023-06-24 08:53:07.489547000","2023-06-24 08:53:07.489547000"
142,1,CGI Munich,0,"2023-06-24 08:53:07.504552000","2023-06-24 08:53:07.504552000"
143,1,E/I Muscat,0,"2023-06-24 08:53:07.519310000","2023-06-24 08:53:07.519310000"
144,1,HCI Nairobi,0,"2023-06-24 08:53:07.535331000","2023-06-24 08:53:07.535331000"
145,1,CGI Osaka- Kobe,0,"2023-06-24 08:53:07.552990000","2023-06-24 08:53:07.552990000"
146,1,E/I Oslo,0,"2023-06-24 08:53:07.569850000","2023-06-24 08:53:07.569850000"
147,1,HCI Kingston,0,"2023-06-24 08:53:07.582978000","2023-06-24 08:53:07.582978000"
148,1,E/I Khartoum,0,"2023-06-24 08:53:07.605189000","2023-06-24 08:53:07.605189000"
149,1,E/I Kathmandu,0,"2023-06-24 08:53:07.619346000","2023-06-24 08:53:07.619346000"
150,1,HCI Kampala,0,"2023-06-24 08:53:07.636306000","2023-06-24 08:53:07.636306000"
151,1,HCI Kuala Lumpur,0,"2023-06-24 08:53:07.655511000","2023-06-24 08:53:07.655511000"
152,1,E/I Kuwait,0,"2023-06-24 08:53:07.674638000","2023-06-24 08:53:07.674638000"
153,1,E/I Kyiv,0,"2023-06-24 08:53:07.687496000","2023-06-24 08:53:07.687496000"
154,1,E/I Lima,0,"2023-06-24 08:53:07.709517000","2023-06-24 08:53:07.709517000"
155,1,HCI London,0,"2023-06-24 08:53:07.729409000","2023-06-24 08:53:07.729409000"
156,1,E/I Luanda,0,"2023-06-24 08:53:07.762401000","2023-06-24 08:53:07.762401000"
157,1,E/I Madrid,0,"2023-06-24 08:53:07.776038000","2023-06-24 08:53:07.776038000"
158,1,HCI Male,0,"2023-06-24 08:53:07.792736000","2023-06-24 08:53:07.792736000"
159,1,CGI Melbourne,0,"2023-06-24 08:53:07.811410000","2023-06-24 08:53:07.811410000"
160,1,Hamburg,0,"2023-06-24 08:53:07.826133000","2023-06-24 08:53:07.826133000"
161,1,"Harare, Zimbabwe, E/I",0,"2023-06-24 08:53:07.839328000","2023-06-24 08:53:07.839328000"
162,1,"Helsinki, Finland, E/I",0,"2023-06-24 08:53:07.856324000","2023-06-24 08:53:07.856324000"
163,1,"Ho Chi Minh City, Vietnam, CGI",0,"2023-06-24 08:53:07.877869000","2023-06-24 08:53:07.877869000"
164,1,"Hong Kong, CGI",0,"2023-06-24 08:53:07.890234000","2023-06-24 08:53:07.890234000"
165,1,"Houston, CGI",0,"2023-06-24 08:53:07.908048000","2023-06-24 08:53:07.908048000"
166,1,"Islamabad, Pakistan, HCI",0,"2023-06-24 08:53:07.924326000","2023-06-24 08:53:07.924326000"
167,1,"Istanbul, Turkey, CGI",0,"2023-06-24 08:53:07.938445000","2023-06-24 08:53:07.938445000"
168,1,"Jakarta, Indonesia, E/I",0,"2023-06-24 08:53:07.950312000","2023-06-24 08:53:07.950312000"
169,1,"Jeddah, CGI",0,"2023-06-24 08:53:07.962079000","2023-06-24 08:53:07.962079000"
170,1,"Kandy, Sri Lanka, HCI",0,"2023-06-24 08:53:07.976708000","2023-06-24 08:53:07.976708000"
171,1,"Hambantota, Sri Lanka CGI",0,"2023-06-24 08:53:07.988962000","2023-06-24 08:53:07.988962000"
172,1,"Hanoi, Vietnam, E/I",0,"2023-06-24 08:53:08.010206000","2023-06-24 08:53:08.010206000"
173,1,E/I Abu Dhabi,0,"2023-06-24 08:53:08.023908000","2023-06-24 08:53:08.023908000"
174,1,HCI Abuja,0,"2023-06-24 08:53:08.038797000","2023-06-24 08:53:08.038797000"
175,1,E/I Addis Ababa,0,"2023-06-24 08:53:08.051339000","2023-06-24 08:53:08.051339000"
176,1,E/I Algiers,0,"2023-06-24 08:53:08.069162000","2023-06-24 08:53:08.069162000"
177,1,E/I Amman,0,"2023-06-24 08:53:08.084554000","2023-06-24 08:53:08.084554000"
178,1,E/I Ankara,0,"2023-06-24 08:53:08.096573000","2023-06-24 08:53:08.096573000"
179,1,E/I Antananarivo,0,"2023-06-24 08:53:08.111962000","2023-06-24 08:53:08.111962000"
180,1,E/I Astana,0,"2023-06-24 08:53:08.124286000","2023-06-24 08:53:08.124286000"
181,1,E/I Athens,0,"2023-06-24 08:53:08.139966000","2023-06-24 08:53:08.139966000"
182,1,E/I Baghdad,0,"2023-06-24 08:53:08.153875000","2023-06-24 08:53:08.153875000"
183,1,E/I Baku,0,"2023-06-24 08:53:08.168849000","2023-06-24 08:53:08.168849000"
184,1,CGI Bali,0,"2023-06-24 08:53:08.190978000","2023-06-24 08:53:08.190978000"
185,1,CGI Bandar Abbas,0,"2023-06-24 08:53:08.201994000","2023-06-24 08:53:08.201994000"
186,1,E/I Bangkok,0,"2023-06-24 08:53:08.215123000","2023-06-24 08:53:08.215123000"
187,1,E/I Beijing,0,"2023-06-24 08:53:08.232967000","2023-06-24 08:53:08.232967000"
188,1,E/I Belgrade,0,"2023-06-24 08:53:08.247786000","2023-06-24 08:53:08.247786000"
189,1,E/I Berlin,0,"2023-06-24 08:53:08.262735000","2023-06-24 08:53:08.262735000"
190,1,E/I Berne,0,"2023-06-24 08:53:08.274826000","2023-06-24 08:53:08.274826000"
191,1,CGI Birgunj,0,"2023-06-24 08:53:08.289950000","2023-06-24 08:53:08.289950000"
192,1,CGI Birmingham,0,"2023-06-24 08:53:08.307097000","2023-06-24 08:53:08.307097000"
193,1,E/I Bishkek,0,"2023-06-24 08:53:08.323458000","2023-06-24 08:53:08.323458000"
194,1,E/I Manila,0,"2023-06-24 08:53:08.339686000","2023-06-24 08:53:08.339686000"
195,1,E/I Seoul,0,"2023-06-24 08:53:08.353733000","2023-06-24 08:53:08.353733000"
196,1,E/I Sofia,0,"2023-06-24 08:53:08.369457000","2023-06-24 08:53:08.369457000"
197,1,CGI St. Petersburg,0,"2023-06-24 08:53:08.385877000","2023-06-24 08:53:08.385877000"
198,1,E/I Stockholm,0,"2023-06-24 08:53:08.401322000","2023-06-24 08:53:08.401322000"
199,1,CGI Sydney,0,"2023-06-24 08:53:08.415579000","2023-06-24 08:53:08.415579000"
200,1,E/I Tashkent,0,"2023-06-24 08:53:08.431522000","2023-06-24 08:53:08.431522000"
201,1,E/I Tehran,0,"2023-06-24 08:53:08.448256000","2023-06-24 08:53:08.448256000"
202,1,E/I Tel Aviv,0,"2023-06-24 08:53:08.463129000","2023-06-24 08:53:08.463129000"
203,1,E/I Thimphu,0,"2023-06-24 08:53:08.478972000","2023-06-24 08:53:08.478972000"
204,1,E/I Tokyo,0,"2023-06-24 08:53:08.491333000","2023-06-24 08:53:08.491333000"
205,1,E/I Toronto,0,"2023-06-24 08:53:08.506391000","2023-06-24 08:53:08.506391000"
206,1,E/I Tunis,0,"2023-06-24 08:53:08.518602000","2023-06-24 08:53:08.518602000"
207,1,E/I Ulaanbaatar,0,"2023-06-24 08:53:08.533567000","2023-06-24 08:53:08.533567000"
208,1,CGI Vanacouver,0,"2023-06-24 08:53:08.546256000","2023-06-24 08:53:08.546256000"
209,1,HCI Victoria,0,"2023-06-24 08:53:08.559103000","2023-06-24 08:53:08.559103000"
210,1,E/I Vienna,0,"2023-06-24 08:53:08.571686000","2023-06-24 08:53:08.571686000"
211,1,E/I Vientiane,0,"2023-06-24 08:53:08.586649000","2023-06-24 08:53:08.586649000"
212,1,E/I Warsaw,0,"2023-06-24 08:53:08.600598000","2023-06-24 08:53:08.600598000"
213,1,E/I Washington DC,0,"2023-06-24 08:53:08.615776000","2023-06-24 08:53:08.615776000"
214,1,E/I Wellington,0,"2023-06-24 08:53:08.628476000","2023-06-24 08:53:08.628476000"
215,1,"E/I, BratislavaÂ&nbsp;",0,"2023-06-24 08:53:08.645323000","2023-06-24 08:53:08.645323000"
216,1,"HCI, Brunei",0,"2023-06-24 08:53:08.658886000","2023-06-24 08:53:08.658886000"
217,1,"E/I, Brussels",0,"2023-06-24 08:53:08.671627000","2023-06-24 08:53:08.671627000"
218,1,"E/I, Bucharest",0,"2023-06-24 08:53:08.688222000","2023-06-24 08:53:08.688222000"
219,1,"E/I, Budapest",0,"2023-06-24 08:53:08.703940000","2023-06-24 08:53:08.703940000"
220,1,"E/I, Buenos Aires",0,"2023-06-24 08:53:08.727255000","2023-06-24 08:53:08.727255000"
221,1,"E/I, Cairo",0,"2023-06-24 08:53:08.751029000","2023-06-24 08:53:08.751029000"
222,1,"HCI, Canberra",0,"2023-06-24 08:53:08.765279000","2023-06-24 08:53:08.765279000"
223,1,"CGI, Cape Town",0,"2023-06-24 08:53:08.780286000","2023-06-24 08:53:08.780286000"
224,1,"E/I, Caracas",0,"2023-06-24 08:53:08.793267000","2023-06-24 08:53:08.793267000"
225,1,"CGI, Chicago",0,"2023-06-24 08:53:08.806412000","2023-06-24 08:53:08.806412000"
226,1,"AHCI, Chittagong",0,"2023-06-24 08:53:08.820360000","2023-06-24 08:53:08.820360000"
227,1,"HCI, Colombo",0,"2023-06-24 08:53:08.835102000","2023-06-24 08:53:08.835102000"
228,1,"E/I, Copenhagen",0,"2023-06-24 08:53:08.847400000","2023-06-24 08:53:08.847400000"
229,1,"E/I, Dakar",0,"2023-06-24 08:53:08.860902000","2023-06-24 08:53:08.860902000"
230,1,"E/I, Damascus",0,"2023-06-24 08:53:08.878485000","2023-06-24 08:53:08.878485000"
231,1,"HCI, Dar es Salaam",0,"2023-06-24 08:53:08.891353000","2023-06-24 08:53:08.891353000"
232,1,"HCI, Dhaka",0,"2023-06-24 08:53:08.907043000","2023-06-24 08:53:08.907043000"
233,1,"E/I, Doha",0,"2023-06-24 08:53:08.920061000","2023-06-24 08:53:08.920061000"
234,1,"Maputo, HCI",0,"2023-06-24 08:53:08.936219000","2023-06-24 08:53:08.936219000"
235,1,"Medan, Indonesia,",0,"2023-06-24 08:53:08.950348000","2023-06-24 08:53:08.950348000"
236,1,Mombasa,0,"2023-06-24 08:53:08.962109000","2023-06-24 08:53:08.962109000"
237,1,"New York , USA, CGI",0,"2023-06-24 08:53:08.974386000","2023-06-24 08:53:08.974386000"
238,1,"Nicosia, Cyprus, HCI",0,"2023-06-24 08:53:08.986069000","2023-06-24 08:53:08.986069000"
239,1,Ottawa,0,"2023-06-24 08:53:08.999898000","2023-06-24 08:53:08.999898000"
240,1,Panama City,0,"2023-06-24 08:53:09.014446000","2023-06-24 08:53:09.014446000"
241,1,Paris (E/I),0,"2023-06-24 08:53:09.026571000","2023-06-24 08:53:09.026571000"
242,1,Perth,0,"2023-06-24 08:53:09.040384000","2023-06-24 08:53:09.040384000"
243,1,Phnom Penh,0,"2023-06-24 08:53:09.056317000","2023-06-24 08:53:09.056317000"
244,1,Phuentsholing CGI,0,"2023-06-24 08:53:09.071012000","2023-06-24 08:53:09.071012000"
245,1,Port Louis,0,"2023-06-24 08:53:09.082363000","2023-06-24 08:53:09.082363000"
246,1,Port Moresby,0,"2023-06-24 08:53:09.094536000","2023-06-24 08:53:09.094536000"
247,1,Prague,0,"2023-06-24 08:53:09.107296000","2023-06-24 08:53:09.107296000"
248,1,Pretoria,0,"2023-06-24 08:53:09.123544000","2023-06-24 08:53:09.123544000"
249,1,Pyongyang E/I,0,"2023-06-24 08:53:09.156099000","2023-06-24 08:53:09.156099000"
250,1,Rabat,0,"2023-06-24 08:53:09.171468000","2023-06-24 08:53:09.171468000"
251,1,Rajshahi,0,"2023-06-24 08:53:09.185026000","2023-06-24 08:53:09.185026000"
252,1,Reykjavik,0,"2023-06-24 08:53:09.200139000","2023-06-24 08:53:09.200139000"
253,1,Riyadh,0,"2023-06-24 08:53:09.216278000","2023-06-24 08:53:09.216278000"
254,1,Saint Denis,0,"2023-06-24 08:53:09.232226000","2023-06-24 08:53:09.232226000"
255,1,"E/I, Sanaa",0,"2023-06-24 08:53:09.250333000","2023-06-24 08:53:09.250333000"
256,1,"E/I, Santiago",0,"2023-06-24 08:53:09.260563000","2023-06-24 08:53:09.260563000"
